Computing ID,GPA,Class Year,Major,Size Preference,Reading,Writing,Group Work,Time Commitment
tlk8nd,2.86,1,MAE,3,0,3,4,4
opm0me,3.05,4,ECE,5,0,0,2,2
mtd5zu,3.6,2,CHE,0,5,0,2,0
cwq2yt,2.97,2,ECE,1,4,3,0,2
vss1kx,3.53,3,CS,0,3,1,2,2
aal6vk,2.75,2,ECE,2,5,1,2,1
bnf1dr,3.41,3,SYS,0,0,4,0,3
mbx3oj,3.78,2,CS,0,3,2,5,4
ipb4ot,2.21,1,CPE,1,3,5,0,2
aza2ma,2.88,1,ECE,2,4,2,2,4
pcg4jy,3.43,2,CS,4,3,4,4,1
imo9qw,3.12,2,MAE,4,1,2,2,0
kkt8kk,3.35,3,ECE,3,3,0,3,5
kfh8of,2.96,1,CS,5,4,0,3,2
rtn8yf,3.23,1,CS,0,5,3,3,3
wsw9gg,3.14,4,ECE,3,4,3,5,5
zmk8yw,3.67,2,CPE,1,4,4,1,1
itj0jz,3.3,3,MAE,4,0,4,3,4
udw1pi,3.34,3,ECE,0,1,4,4,0
hdl0gd,3.04,1,SYS,1,0,0,5,4
maz6fu,3,2,MAE,5,5,2,1,3
gwl3ov,3.03,4,MAE,1,2,5,1,2
tpi4jo,3.36,3,CS,0,5,4,3,3
fvg0qh,3.03,4,ECE,5,1,4,2,4
klg7sn,3.32,3,CHE,1,3,0,0,4
wwf8vt,4,4,MSE,5,4,5,2,5
kak7op,3.55,1,CS,0,2,0,2,3
ned0qe,3.07,1,CPE,0,1,5,1,3
ltg7cu,3.68,2,CS,5,0,0,1,3
gud7ml,3.04,1,MSE,2,4,2,5,0
sup6mn,2.38,4,CS,3,5,4,5,4
pfb5jw,2.8,1,CS,1,0,1,1,1
owp7hu,2.45,2,CPE,1,1,1,4,0
bzq7mn,3.06,4,CS,2,1,4,4,0
qfa3zw,3.21,4,ECE,2,5,4,0,0
cfa5qg,3.87,1,CS,2,2,4,1,5
ddl2fi,3.33,4,SYS,4,5,4,3,1
ihx8rf,3.11,1,SYS,4,3,5,5,3
lwh3sk,3.53,3,ECE,5,0,2,1,5
yva0gk,2.32,2,MAE,4,2,1,4,4
bsp8vp,3.29,3,CPE,0,4,3,1,2
ggz2jt,3.51,1,CPE,5,3,1,4,5
wem3wx,2.61,1,CS,1,2,1,1,2
zme1tr,3.66,3,ECE,3,0,0,3,4
ofm4ft,3.34,1,CS,0,1,4,0,1
wms6kq,3.03,1,MAE,1,4,4,3,2
jrf6td,3.45,2,CPE,1,5,4,4,0
bdv8sq,4,2,CS,5,0,0,5,5
lnr5aj,3.27,1,CS,2,3,2,5,2
pxm3hc,3.3,1,CPE,2,3,2,2,4
hue6kk,3.02,1,CPE,0,1,3,3,0
omc0zn,2.86,1,ECE,2,1,2,1,2
ffv6ur,3.53,3,CS,1,4,2,0,4
qeh7fh,2.86,3,MAE,2,5,4,1,1
iai9vo,3.23,2,MAE,4,4,5,1,4
fpm0rc,3.01,4,CPE,2,1,1,3,1
lqz9fw,3.39,2,CS,1,1,2,0,0
nly0nk,3.33,1,CS,5,3,2,2,4
qgo1hh,3.62,1,SYS,0,1,0,1,3
vle7fl,3,4,ECE,3,2,3,0,5
qjz0zb,3.09,4,ECE,2,0,5,2,3
xib4sr,2.81,4,CS,1,1,0,1,3
vgt9fc,3.02,1,ECE,3,4,4,0,3
phw8ba,3.35,3,SYS,3,5,1,3,5
icj5ex,3.5,2,CHE,4,5,3,5,3
dlv5zq,2.83,3,CPE,3,5,0,5,1
cgo2al,3.55,1,MSE,5,2,2,1,4
xtv1fr,3.74,3,CPE,1,4,2,1,0
jac8no,3.37,1,MAE,1,2,3,0,3
gid7fo,3.95,4,CS,2,1,2,5,3
icl5fo,2.89,1,CPE,2,0,0,1,0
rou7sd,2.7,1,CS,2,5,0,2,0
ncn1bi,2.49,3,MAE,5,4,2,1,3
svi4lk,3.8,4,MSE,3,5,2,5,1
pfy1jg,3.46,4,CS,3,2,4,4,0
jdy0ox,3.18,4,ECE,4,3,1,5,4
ccy0lr,3.31,2,SYS,5,1,3,2,4
chq1jh,2.75,4,ECE,2,0,0,0,1
zwt8cl,4,3,MAE,0,1,3,2,5
lrz1fm,3.25,1,SYS,4,3,4,4,2
ohb6lh,3.24,3,ECE,0,0,0,4,1
goj6ar,3.49,4,CS,3,3,4,1,3
sgg5ob,3.39,2,CS,4,1,4,1,2
adw2sb,3.29,2,CHE,4,2,5,5,3
hpg4er,2.88,3,CS,1,1,2,3,4
gov2ap,3.39,1,MAE,3,1,5,2,0
ats2nk,3.95,1,CS,3,1,3,5,3
pzf4ml,3.74,3,CS,5,4,3,3,4
qpu9hz,3.84,2,CPE,4,3,2,5,1
hrm4bk,3,1,MAE,3,3,5,4,3
fww4at,2.8,4,CS,4,5,3,1,4
xdu4gy,3.15,3,CPE,5,3,5,1,0
gfo3ud,3.22,3,CS,5,5,2,5,3
krl4eb,3.64,4,MSE,1,4,0,1,5
ozr3ym,2.52,2,CS,4,2,4,0,4
rus9in,3.81,1,ECE,3,5,4,5,3
ufs5kj,3.14,3,CPE,3,1,5,4,0
dyo9pq,3.03,2,CS,4,2,3,5,3
ldt0jw,2.8,3,SYS,4,4,5,5,3
gmd9jm,2.54,1,CHE,4,3,5,1,5
mag5mb,3.53,3,CS,2,5,1,4,4
bhm9vy,3.23,3,CS,3,1,4,5,2
knp6km,2.68,3,CS,5,0,2,1,3
ghu2js,2.68,3,CS,3,0,5,2,2
hvb5za,3.07,1,CPE,2,2,1,4,1
hic7ws,3.87,1,CS,4,3,1,3,3
iza9hi,3.1,2,CPE,1,0,4,0,2
jjy3do,2.6,1,ECE,4,2,4,3,1
sgx2bb,3.1,1,CS,4,4,4,4,5
ceb3ja,3.09,2,CS,2,2,2,5,4
cel9uf,2.12,1,CS,3,2,1,1,3
gwj1li,3.18,4,CS,4,2,3,4,4
arl6kc,3.11,2,MAE,3,1,2,0,1
vph2dz,3.48,1,ECE,0,2,0,4,4
grb9yt,3.94,2,CHE,5,5,5,1,4
sfg9ut,3.65,1,ECE,3,2,4,3,0
msb9aa,3.09,1,MSE,1,1,1,2,1
nfn6pe,2.76,2,CS,5,1,5,3,4
ptp1qv,4,2,MAE,1,4,2,1,2
vwe1mt,3.22,2,CHE,4,3,0,1,1
koi7ur,3.21,2,CS,5,0,2,0,0
mwj8fj,3.19,1,CPE,3,0,2,4,3
ank5hu,3.28,1,CHE,5,2,3,4,5
ptz6dw,3.14,2,SYS,4,4,5,3,4
klc3jj,2.97,1,SYS,2,2,3,2,2
qto1wn,2.98,1,MAE,1,0,2,2,0
bfr6tk,3.19,3,CS,4,1,0,0,1
bqz7pm,2.98,4,CS,2,3,1,1,5
elk1gn,2.91,2,CPE,5,4,1,0,5
oii5yx,3.24,4,CS,5,1,5,4,4
ceb3rt,3.1,3,CS,4,3,4,5,0
mhk6cv,3.8,1,MAE,3,4,4,5,0
aqo1yo,2.14,4,MAE,5,4,1,5,2
gxr4fw,3.64,2,MAE,3,0,2,1,3
ypk8mg,3.7,2,MAE,3,1,2,0,3
wrg9qs,2.37,1,CS,3,4,3,3,3
mqp6xz,3.06,1,CS,0,5,5,4,5
qqt8uc,3.05,4,ECE,2,4,3,5,5
wad7ra,2.64,4,MAE,2,3,4,2,1
xye0bc,2.89,3,CS,5,0,1,0,5
xop2eu,2.76,4,CHE,5,2,2,4,5
dfs5yt,3.9,3,CS,3,0,1,4,0
uga8fr,3.57,3,MSE,0,2,0,2,1
qez9uf,3.71,2,CS,3,1,1,2,0
yiq9xo,3.49,4,CS,0,1,0,2,2
awy1bj,2.75,2,CPE,3,4,3,5,2
jzu5fs,2.99,1,CS,1,5,3,5,1
hme2is,3.4,4,ECE,1,1,4,0,1
njn8ym,2.71,3,MAE,4,4,1,2,5
lcm0hp,3.49,3,ECE,3,0,1,3,2
gkb3gh,3.1,1,MAE,5,1,0,4,4
hvm4sc,3.05,4,ECE,2,0,3,2,3
wou4rk,3.48,4,CS,4,0,0,4,5
xjc9px,3.38,3,CPE,5,5,3,1,3
hxt0iw,3.06,1,CHE,1,1,0,1,2
cli3ox,3.66,1,CS,3,0,3,2,3
jdj0kj,2.77,4,MAE,4,5,0,4,4
kan8vi,3.45,2,CPE,3,5,3,1,4
ksm6tv,3.44,3,CS,1,1,5,2,0
wds8it,3.08,3,CS,4,5,0,4,1
tge0mj,3.33,4,CS,1,1,1,2,3
mkc6jk,2.7,3,CS,0,1,4,5,4
xgp9vo,3.57,3,MSE,1,2,5,4,1
uky3ng,3.13,4,CS,3,0,5,1,1
qlm8cw,2.99,3,CS,2,3,0,2,0
kqr0vm,3.62,3,CS,1,1,4,1,1
jrc9tw,2.92,3,CS,5,0,1,2,1
cqc1jh,2.64,2,ECE,2,5,5,0,5
dnq8mm,2.58,2,CS,0,4,1,1,2
mut5um,3.44,3,SYS,4,1,3,1,0
flr1dn,2.69,1,ECE,4,5,4,3,0
xiq6ds,3.9,1,ECE,2,5,2,5,3
cah9dl,2.37,3,CPE,4,5,3,1,1
zsb5nn,3.88,2,CS,1,5,4,4,3
xrx5fy,3.28,3,CS,2,5,0,2,5
miz0dz,3.16,4,ECE,3,1,0,0,4
wlk0gv,2.98,1,SYS,1,3,1,4,1
wrw2lc,3.36,2,SYS,1,2,5,4,4
elb8bt,3.18,4,MAE,1,5,2,4,2
qdn4na,3.64,3,CS,3,5,0,4,5
emo2fv,3.25,1,SYS,0,2,4,0,1
bmf0ik,3.26,1,CS,5,1,5,3,3
cda6ls,3.05,1,CS,4,0,5,5,3
bzt8an,3.18,4,CS,2,4,4,1,1
qnf8af,3.32,1,MSE,0,4,5,4,3
gcy2xf,2.52,1,CHE,2,0,0,1,1
clp7hx,2.66,4,MAE,4,1,4,1,0
ucy8nk,3.5,1,CPE,3,4,4,4,3
qkr8al,3.27,4,CPE,1,2,1,3,1
nun9sy,3.13,4,MSE,1,0,2,1,1
jii0nf,3.21,1,SYS,3,3,1,2,3
glz2ao,3.34,2,CS,0,1,2,1,0
yyk4sa,2.98,2,CPE,0,0,4,5,3
dra3ys,2.89,1,SYS,2,4,5,4,1
det8cx,3.28,4,ECE,3,1,2,0,0
jqa3pd,2.81,3,MAE,0,2,4,1,4
vdw3ce,3.36,4,CS,3,1,4,3,2
nlv7hn,2.52,1,MAE,4,1,1,2,3
ssz2nc,3.61,4,CS,1,2,1,2,5
ycc5go,3.39,4,CS,1,5,5,0,1
fyg2fp,3.3,3,CS,1,2,3,5,0
rzp0pg,3.59,2,ECE,3,1,0,0,0
nar8ea,3.87,1,CHE,3,2,3,5,4
qav5gn,3.61,3,CS,2,5,3,1,3
rsv5kt,2.46,4,MAE,1,0,5,4,5
ooy2ax,2.69,1,CPE,2,2,2,3,0
bmi9tv,2.95,4,CPE,1,2,5,2,4
hhg0qf,3.21,3,CS,2,1,5,0,1
tdo4nk,3.41,4,MSE,2,0,4,3,4
ihv5ht,2.91,3,SYS,4,3,4,5,3
pcp5iu,3.27,2,ECE,2,3,4,4,4
sht6hx,2.9,3,CHE,3,4,0,2,0
tra4mr,2.96,2,CS,2,2,2,2,0
zsa3fc,2.64,1,CPE,1,2,2,5,2
iaz8fe,2.83,4,CS,2,0,4,4,4
yiq0wx,2.66,2,CS,0,5,3,2,1
lgu0dp,2.81,3,MSE,5,3,0,4,5
oeo1rg,3.62,4,CS,1,4,3,2,5
los3sx,2.82,3,ECE,0,0,1,1,3
nnb2su,4,1,CS,1,2,2,5,2
ihb1jw,3.4,2,CS,3,3,2,4,4
tzq5nx,3.27,1,CHE,5,4,3,3,1
siq6an,2.86,4,SYS,5,1,0,1,2
rpj3xn,3.48,2,CS,3,3,2,3,0
cmu3mq,2.97,3,MSE,5,4,3,5,3
mgf3mm,3.25,2,CS,3,0,5,2,4
jac0oi,4,3,CS,0,1,5,3,5
dwb7ps,3.16,2,ECE,4,4,0,1,1
mru2ex,3.66,3,CS,1,4,3,4,0
amx1xe,2.92,2,SYS,3,2,5,0,2
nlj1ux,3.19,1,MAE,1,5,0,3,3
ufz9nj,3.91,1,CS,0,3,4,0,2
pql4bp,2.95,2,CS,4,2,0,5,5
hto8zz,3.92,3,MAE,0,1,1,3,2
xci1wz,3.48,3,CS,5,5,4,3,1
xli2um,2.98,2,CHE,1,4,3,4,0
wbw8nl,3.45,4,CS,4,2,4,2,4
gyd0eo,3.59,3,MAE,5,5,4,1,1
juo0jm,3.45,4,CHE,4,3,3,1,5
tur3qd,2.57,1,MAE,5,1,3,1,3
wgi8ym,2.91,3,CS,0,0,5,5,5
wkg5nk,3.1,2,CHE,3,2,1,2,5
zwc0sk,3.17,3,MAE,1,1,3,0,2
gzs2ha,3.45,1,CS,2,0,2,1,3
yuw7qw,3.27,3,CHE,2,2,2,0,1
ypb6fi,2.67,4,MAE,0,1,1,2,5
lpp5mt,3.35,1,CS,1,1,0,5,1
uqz0tz,3.44,3,MSE,1,5,0,2,4
dzg5qt,3.42,3,CS,0,2,2,4,2
sgn9sl,3.63,3,MSE,1,1,3,1,1
fyo9yi,3.53,2,MAE,3,4,1,5,3
twc0gq,3.38,2,MSE,0,2,0,4,5
rcm6hq,3.17,3,MAE,3,1,0,1,4
bcv8ie,2.54,2,ECE,1,5,4,2,3
rrx7cr,3.37,2,SYS,0,0,2,2,2
piy1zc,3.28,2,CPE,1,0,3,3,4
oqz7cw,3.31,1,MSE,0,4,1,3,4
nfp0wi,2.69,1,MSE,1,2,0,2,4
eoc8ey,2.77,3,MSE,3,5,4,2,5
cce0ty,3.62,4,ECE,3,1,2,0,0
hqn4io,3.18,3,MAE,1,1,2,0,4
qvn3dt,3.47,2,CPE,0,0,1,4,3
oha3lg,3.21,3,CPE,2,5,0,3,3
oao5un,3.21,1,MSE,3,4,1,3,2
tbn2my,3.58,1,MAE,3,0,1,2,1
skt1yg,2.99,2,CS,5,0,5,2,1
ugv8fu,3.24,4,CS,2,4,4,4,0
pqk8hs,3.02,3,CS,1,2,2,5,5
qfk0hh,3.03,3,CS,0,1,5,5,5
gzo8mp,3.08,4,ECE,5,2,3,5,4
aob7pe,3.29,2,CS,1,5,2,3,0
llp8uw,3.01,2,CS,4,3,2,0,2
qrh9ws,3.7,4,MAE,3,3,4,5,2
ozk2ep,2.84,2,SYS,4,3,3,1,1
axd2wd,3.13,4,CPE,3,4,0,4,2
zly8xl,3.02,2,CPE,3,0,3,5,4
yzf2ot,3.78,1,CS,4,2,0,1,3
kaw0xt,3.28,2,MAE,4,1,3,5,2
nxj5ma,3.61,3,SYS,1,3,1,0,0
tsb5cf,2.61,1,CPE,5,2,3,0,4
tjq7de,3.31,2,MAE,5,3,5,5,2
ksn4wi,3.56,2,ECE,4,3,5,1,5
tcc8dc,3.23,4,CS,1,1,4,4,2
eib9ui,3.63,3,CS,5,5,0,1,5
qzb6ae,2.99,4,CS,1,5,2,4,4
szq6hh,3.76,1,CHE,1,5,4,5,2
djo1xo,4,2,CS,3,4,5,4,5
qzf2eu,3.05,2,CS,5,0,5,2,3
urb6gx,3.02,1,CHE,5,4,0,3,1
izl2lw,3.78,1,CS,3,2,5,3,4
zai4ax,3.83,4,CPE,4,4,5,0,5
eag8eu,2.99,1,CHE,3,2,0,2,0
wmn2rg,3.03,4,MSE,5,2,5,3,2
xok8ar,3.09,4,CPE,5,0,2,5,5
eru9pr,2.66,2,CS,4,1,1,4,5
ttl4mx,2.83,4,CHE,3,0,4,4,5
bhd7lb,2.8,4,MAE,0,5,2,1,1
omf4gj,2.89,1,MAE,0,5,2,1,0
awk5kd,3.19,1,SYS,4,4,1,4,0
wlx6gz,3.29,2,CPE,3,2,4,5,3
xmq8jp,3.82,2,MSE,3,3,2,4,1
kmq3rj,2.8,2,CS,1,3,5,1,5
dwf0df,3.59,2,SYS,5,2,1,3,4
qfg0xp,3.11,1,CS,2,0,4,0,1
xfn2in,3.18,2,CHE,4,1,3,1,1
lhf1pp,3.47,1,MSE,2,0,0,5,0
lrz0cn,2.75,3,ECE,2,2,5,3,3
zaf6ra,3.35,1,CS,4,2,1,3,3
yfb0og,3.27,2,CS,3,1,0,3,1
kmu8sx,3.4,1,ECE,4,4,3,2,1
lik8km,3.32,4,MAE,2,4,2,2,2
mhh2ac,4,1,ECE,5,1,2,3,5
qgs5ic,2.94,3,CHE,5,4,4,5,0
qaw9vh,2.99,4,SYS,5,3,1,4,5
vkz5tz,2.95,3,SYS,3,4,1,5,4
vru2cc,2.98,1,CPE,0,4,4,2,4
nqj9cl,2.95,1,CS,4,4,0,1,3
rha8ee,3.68,1,CPE,5,3,2,2,0
dvv9vt,3.77,3,SYS,4,4,2,4,5
zwn1zb,2.97,1,CS,5,5,1,0,3
zkp4gw,2.87,1,ECE,3,3,1,2,4
tpj4kl,3.39,1,ECE,0,1,4,5,1
ays7ff,2.98,3,MAE,0,0,3,5,0
jir9dm,3.45,1,CS,5,1,0,3,0
dnk0wo,3.28,1,ECE,3,0,5,3,5
dpf6zf,2.59,2,MSE,1,1,3,3,2
iqn6ck,3.82,2,MAE,4,5,3,0,5
gvw9ua,3.92,1,CS,4,0,1,4,1
yui6rx,2.95,3,CS,2,0,1,1,1
rin1ad,3.04,4,CS,3,2,1,5,3
ylh0st,3.31,3,CS,2,0,3,5,0
lia5ii,3.33,3,CS,5,0,0,4,3
vmp8od,3.46,1,CHE,2,2,1,0,1
ifv3or,4,3,ECE,0,4,2,3,2
ytp3qp,3.13,4,CS,4,4,0,4,0
wfk0qu,2.88,4,MAE,2,2,2,1,1
jbs1nt,2.65,1,CPE,0,3,0,3,2
zfj6cs,2.91,2,CS,3,0,1,1,5
yir6xe,3.19,1,CPE,2,0,5,2,4
zny4gx,3.92,1,MAE,5,2,4,1,1
fnr0vp,2.99,1,CS,5,2,1,3,4
kgo0ew,3.29,4,CS,5,3,3,2,3
oma0eh,3.19,2,CS,4,5,5,3,4
wvq9dv,3.68,1,CHE,2,4,3,5,1
ndk4xg,4,3,CPE,3,1,0,3,4
waj1ga,2.99,3,ECE,2,5,3,2,0
yym9dz,3,2,CS,4,4,5,1,1
mnm5so,3.62,1,CS,0,0,5,5,2
jmr0aw,3.47,2,CS,4,5,1,0,4
fmn1sw,3.94,3,CS,5,2,2,0,0
tgw1ok,3.43,2,ECE,0,3,1,0,3
jms4sv,3.06,3,CS,5,4,0,0,3
vdk3my,3.44,2,CS,1,3,3,4,4
zxe9no,3.64,1,ECE,4,4,2,0,3
gsd9qn,3.53,1,CS,4,5,4,2,2
wlt5qp,3.4,3,CHE,3,0,5,0,1
soc3aa,3.63,1,CS,2,1,2,3,0
uvx5es,3.67,1,CS,0,3,2,0,5
dal2ne,3.75,3,CHE,0,3,1,1,4
rcb6ks,3.46,3,CS,3,1,4,2,3
xup1ai,3.13,1,SYS,3,3,5,2,1
yhf2kl,3.26,1,CS,2,3,0,5,5
gmg3hx,3.68,3,ECE,5,4,0,4,2
ugh4oe,2.87,1,CPE,2,4,2,3,3
ilj5zv,3.35,2,CS,4,1,2,2,3
ayk8sv,3.04,3,CHE,5,0,3,1,0
yes0cu,3.21,2,MAE,1,5,4,0,2
aar9xm,3.71,2,CPE,2,5,5,2,2
nmd8nz,3.28,3,MSE,3,3,2,1,4
yjj2jk,3.22,1,MAE,5,0,3,0,5
xgo5qq,2.66,4,SYS,2,1,4,4,0
ucq3oa,3.5,2,SYS,0,1,5,2,4
amt0qw,3.46,3,CPE,1,4,0,2,0
rhz5pk,4,3,CS,4,3,3,1,2
tyy2ni,3.08,1,CS,0,2,4,5,0
ihb8cu,3.29,3,CPE,0,1,3,3,0
xhn8sg,3.3,3,MAE,1,3,2,4,0
iug7lj,3.83,3,CS,4,0,1,3,1
yni2rp,3.16,3,CS,3,4,0,2,1
tdj4oo,3.31,2,CS,5,5,2,3,5
aeo6ie,3.44,2,CS,4,0,2,0,5
ddf7eb,3.27,1,CS,2,1,4,4,2
iud0hs,3.02,4,MAE,0,1,3,3,0
ycu2ys,3.28,4,CS,2,0,0,0,2
zuu8eb,3.63,1,CS,3,1,2,1,1
ijc1bx,2.79,4,CS,2,3,4,3,0
sar2gl,3.25,2,CHE,4,1,0,4,4
skm7go,2.92,3,MSE,2,4,3,0,1
wlv7qm,3.68,2,CS,3,3,2,3,1
euv9uy,2.59,3,MAE,3,2,5,1,1
qfq2iz,2.98,4,CS,3,1,2,3,0
nrg1xs,3.35,4,MAE,4,1,2,0,5
zmt2kc,3.83,1,MAE,3,4,0,3,3
lxf2bf,3.17,1,CHE,0,4,0,4,4
jlh3lu,2.98,4,CS,3,5,0,2,4
aly6mg,3.95,1,SYS,2,0,0,0,2
ytm3mj,2.62,1,CS,5,0,4,0,0
pvy6rd,2.32,2,ECE,2,0,1,0,5
ule9qb,3.38,4,CPE,5,4,4,0,1
hlh6ln,3,2,CHE,2,0,2,3,3
nli8sb,2.79,4,SYS,4,0,4,4,0
cro5bh,3.48,2,SYS,2,2,3,1,0
nmu4qs,3.3,4,CPE,4,0,5,4,5
dzc2rr,2.97,3,MSE,4,1,0,0,3
usx0sj,2.69,1,SYS,3,5,3,5,1
sup1zu,3.55,4,CHE,0,4,5,3,0
mtf2lp,3.46,1,ECE,5,3,3,5,4
shh8gu,3.16,2,MSE,3,5,2,3,4
jfj7nq,3.94,2,CS,3,2,0,0,3
eqy2aw,2.77,1,ECE,4,4,3,3,1
chz5wy,2.59,2,CS,4,4,2,0,3
lzr9us,2.92,4,CS,5,1,0,4,0
cnx7zu,3.18,3,MAE,2,5,1,2,4
amv6ea,3.3,1,CHE,2,5,2,3,2
hdv1lt,3.1,4,MAE,3,0,4,0,3
dbh1im,3.34,1,MSE,1,1,0,5,2
ikv7gt,2.7,4,CS,1,0,3,0,2
oad1nu,3.78,4,CHE,2,0,5,5,5
lfg9so,3.17,4,CS,1,4,3,3,4
uoy2pc,3.65,2,CPE,2,5,4,1,3
szt4od,3.34,1,CS,4,0,4,5,2
waq5vh,3.38,2,CPE,3,2,3,0,0
kmy7aw,3.43,2,CS,0,2,5,3,5
nwt4sr,3.38,2,CS,3,5,0,0,1
vxi0et,3.46,4,SYS,2,2,2,1,5
pzl1jq,3.73,3,ECE,2,4,4,2,1
nnm9zh,3.28,1,MSE,3,1,4,1,4
kwq3ph,3.48,4,ECE,5,3,4,4,3
ywh5dw,3.16,1,MAE,2,0,5,3,3
wnx9xx,3.78,3,CS,1,3,1,1,1
mjv6cu,2.93,1,CS,1,1,5,2,0
jvw3af,3.92,2,MSE,2,1,0,0,1
rbn4gg,3.18,3,CS,2,4,0,3,1
nor8nf,2.63,1,CHE,5,2,0,5,3
qwc7wi,3.25,3,MAE,1,2,0,1,2
gck0wg,2.93,1,MAE,2,1,0,2,0
jov9xj,3.54,4,MAE,2,4,3,1,3
umc9cs,2.94,1,CS,5,4,4,4,5
kvq7wg,3.02,3,SYS,5,5,5,3,1
jpw6yj,2.44,1,CS,3,0,3,0,2
yeb4nx,3.02,2,MSE,5,2,5,2,0
qsl9oj,2.23,1,CS,0,1,1,1,4
npm2fb,2.57,3,ECE,1,5,2,3,0
bxx9la,3.5,3,CS,3,3,4,1,0
rwo3zw,3.51,3,CS,0,2,1,3,1
wjo4jn,3.37,3,CHE,2,0,3,4,1
vml5ey,2.81,2,CS,2,4,2,1,4
auf7ct,3.18,3,MAE,3,1,1,4,4
dkj0kp,3.2,1,SYS,5,2,5,5,4
svd8rk,2.74,3,SYS,2,3,2,5,3
syv5uu,3.8,1,MAE,4,0,5,2,3
wlo1hw,3.55,4,CS,3,0,1,4,1
bny0cf,3.11,1,SYS,0,5,3,3,1
mkb5do,3.21,2,CS,3,2,5,2,4
utf5tk,3.28,1,CPE,1,3,2,1,3
uoe1dl,2.38,3,ECE,5,0,1,1,2
djy1uf,3.1,1,ECE,5,1,5,3,3
hki9hx,2.93,4,ECE,3,0,3,0,1
mmh7mg,2.8,4,MAE,2,3,4,0,3
oet3mf,3.09,4,CS,2,4,3,1,1
ygk9vq,3.92,3,CS,4,4,3,3,4
kwz0zo,3.46,4,CHE,4,5,4,0,4
vcl6tg,2.97,3,ECE,5,2,3,4,4
ytd9dj,3.43,1,MAE,4,3,4,1,2
roj1ji,3.76,1,MAE,0,5,4,5,2
rlv3fu,3.57,1,MSE,4,0,5,4,1
fjm3pq,3.22,2,CS,0,0,5,3,0
lqz9ln,2.94,1,ECE,4,4,4,5,5
zrp1og,3.48,1,CS,5,5,1,4,2
rlz5om,3.36,3,CS,5,4,2,0,1
scu0zz,3.56,2,CHE,0,1,1,0,3
nna8gx,3.45,1,CS,3,4,4,5,4
gdx8wo,3.62,1,ECE,5,1,2,2,4
xhd1lw,2.99,2,MSE,3,0,5,1,4
uoz9dy,3.73,3,SYS,2,5,2,5,1
ide6mv,3.28,1,CS,0,1,4,3,4
lmk7ij,4,3,CS,5,5,5,1,2
jut4pd,2.92,3,MAE,1,5,2,4,3
fop5ns,3.89,3,MAE,2,1,2,3,4
zbq2nm,3.28,2,CPE,3,2,1,3,1
hnx6lf,2.94,3,CS,5,4,2,0,3
gsx0of,3.01,4,CS,0,1,4,4,4
cvj8zh,3.07,1,CPE,4,0,0,0,0
ffv6rx,3.37,3,CS,1,5,0,0,4
eug2uw,3.41,1,CHE,3,3,0,2,5
puz5ni,2.97,1,MAE,2,1,4,0,2
cat4ca,3.19,4,ECE,0,4,0,1,3
lrh3bu,4,2,CPE,1,5,1,3,2
eew6xw,3.89,3,SYS,0,2,4,0,0
pyo7ca,3.37,4,MAE,5,0,5,5,0
ued0vg,3.22,1,MAE,4,2,4,1,5
cix7rk,3.25,3,CS,2,3,4,4,2
xqt4eo,3.45,2,SYS,0,1,2,3,3
mgk7jj,2.79,1,CS,3,5,2,5,0
wop1yb,3.1,3,ECE,5,1,2,5,0
xvn4tf,2.53,3,ECE,5,4,3,4,4
onl1ma,3.36,2,CHE,2,1,1,5,5
prw3de,3.46,1,CS,5,0,4,1,1
esl2st,3.01,4,CS,3,3,4,4,0
nnt6ty,3.83,1,MSE,0,2,2,5,3
osg4zx,2.71,3,ECE,2,3,4,4,3
szd3yx,2.61,2,CS,5,5,5,4,4
ubg2wm,3.29,3,ECE,5,1,4,0,3
tbc8pm,3.62,2,CS,3,5,0,0,4
dmg8is,3.87,4,CPE,4,2,5,0,0
ogv4sz,3.02,4,CPE,4,5,5,5,0
xcd7zx,3.63,1,CS,5,4,4,3,0
oaj5mu,3.18,1,CPE,0,3,3,1,0
qhl7hn,3.13,3,CS,2,2,2,5,1
hkt6oy,3.55,4,CS,5,2,1,0,5
xkc3pu,3.46,1,CHE,1,2,1,4,5
fcp1pv,2.57,1,MAE,2,0,0,5,1
klp9lu,3.79,2,CHE,4,3,1,4,0
okx5lr,3.75,3,CPE,5,5,1,4,3
jop6is,2.95,4,MAE,3,2,2,4,4
yqz8xl,3.36,4,MSE,1,3,2,2,5
ohp2wi,3.4,4,ECE,5,2,3,3,2
xds2ns,3.3,4,ECE,0,4,0,1,4
hdu1nw,2.98,3,CS,1,4,1,1,2
pfy9ae,2.93,4,MSE,5,4,3,0,2
vgj6cz,3.19,4,CS,0,1,0,2,0
iwp2rb,3.67,3,CS,1,2,5,5,2
skr5ui,3.42,1,CS,0,1,1,5,0
pry5lb,3.05,1,CS,0,3,1,1,1
glp8tr,3.51,2,MAE,1,1,2,3,3
goq2pm,2.06,3,CHE,1,3,4,4,2
qiu3rh,3.66,2,CHE,0,3,0,0,3
bvb0kv,2.5,1,ECE,4,3,1,3,0
fzx0rm,3.06,2,MAE,1,5,0,1,2
uej2ac,2.75,2,CPE,5,1,3,2,4
wsh2zo,2.68,4,ECE,2,5,3,0,1
swk7mc,3.66,3,ECE,3,2,4,1,5
jvo2ie,3.01,2,CS,0,1,1,5,1
npy3ly,3.34,3,MSE,0,2,2,0,2
ogl0gj,3.18,2,ECE,3,2,1,1,1
