Computing ID,GPA,Major,Size Preference,Reading,Writing,Group Work,Time Commitment
hwv4nn,3.34,CS,1,1,5,2,0
ujf8ee,3.03,MAE,5,2,5,2,5
cpx8ho,3.45,CPE,5,3,5,2,3
cwq2yt,4,CS,3,3,4,4,1
ixv2hx,3.27,CS,5,5,1,5,2
qpf7kg,3.3,CPE,2,1,4,1,3
kdf6ek,3.02,CPE,3,2,5,1,5
iqi9rn,2.86,ECE,4,3,3,2,2
tmj3tg,3.53,CS,2,2,4,5,4
dis0tc,2.86,MAE,2,4,5,5,5
xoq8ml,3.23,MAE,2,3,5,3,3
egj1nj,3.01,CPE,4,3,1,5,1
cqc9yu,3.39,CS,1,4,2,5,4
add8hq,3.33,CS,5,5,4,1,5
uxw9am,3.62,SYS,3,3,4,5,3
qak0sd,3,ECE,1,2,4,5,0
qig1my,3.09,ECE,3,1,5,1,3
koq4xc,2.81,CS,5,2,1,5,0
yjj2jk,3.02,ECE,4,5,5,1,0
yjh3pp,3.35,SYS,2,1,5,3,5
sft9pa,3.5,CHE,2,2,3,4,3
mqm5al,2.83,CPE,4,2,1,1,3
gaa1yj,3.55,MSE,1,4,4,1,0
jrm9dl,3.74,CPE,1,5,2,5,2
enp6dr,3.37,MAE,3,4,4,1,4
nna5st,3.95,CS,4,1,5,2,1
vma2jr,2.89,CPE,1,4,1,2,3
dak9gp,2.7,CS,4,5,1,3,4
ish2pj,2.49,MAE,5,3,1,1,4
mbp2xa,3.8,MSE,2,3,3,5,2
mkj8sl,3.46,CS,2,1,4,5,4
tdk1li,3.18,ECE,2,3,3,4,3
iqi7nw,3.31,SYS,4,4,2,3,5
mlg6sx,2.75,ECE,4,1,5,5,5
tnv4xs,4,MAE,3,5,3,4,4
tce8ba,3.25,SYS,2,1,3,5,3
akl3qg,3.24,ECE,3,1,5,4,3
wps1hx,3.49,CS,2,2,1,2,0
tnv4jg,3.39,CS,3,2,5,2,2
wyj6pi,3.29,CHE,3,1,4,5,1
gjp1ax,2.88,CS,5,3,5,3,0
zmh6nk,3.39,MAE,3,2,1,1,1
bon0ta,3.95,CS,4,5,5,3,3
gzi4tt,3.74,CS,3,4,3,3,5
sxm2bl,3.84,CPE,2,2,2,1,0
jbs1nt,3,MAE,3,1,3,2,4
srv9pq,2.8,CS,1,3,2,2,4
dda5ij,3.15,CPE,2,4,5,1,1
qwp7ag,3.22,CS,1,2,4,4,3
qil7qa,3.64,MSE,2,3,5,3,5
pmi8uw,2.52,CS,4,3,1,5,1
agf9tx,3.81,ECE,4,3,5,2,5
zae4yl,3.14,CPE,4,1,2,5,2
isz3nd,3.03,CS,1,5,3,1,5
izt4hn,2.8,SYS,5,3,4,5,4
ogg2rq,2.54,CHE,2,4,5,5,0
rql9lz,3.53,CS,4,2,5,3,0
icc9kn,3.23,CS,2,4,3,1,0
qjo8mu,2.68,CS,1,1,4,5,5
gac2bf,2.68,CS,5,1,5,2,4
awz7oi,3.07,CPE,1,4,5,1,5
reh6mt,3.87,CS,2,5,2,2,3
wgl0je,3.1,CPE,5,1,2,4,4
pxi7ma,2.6,ECE,5,1,1,5,4
dkv5gf,3.1,CS,1,4,3,1,5
hzr2yw,3.09,CS,4,1,4,2,5
lxu8ya,2.12,CS,2,5,5,5,0
lzj5sp,3.18,CS,3,5,5,3,4
anh1we,3.11,MAE,3,5,1,2,0
tzq5nx,3.48,ECE,1,2,5,2,3
ipc3vs,3.94,CHE,2,5,3,4,2
ubd8lr,3.65,ECE,2,5,1,3,0
lai6hi,3.09,MSE,1,2,3,4,5
kph5ik,2.76,CS,2,3,1,3,1
mtu6il,4,MAE,4,1,5,2,2
pvc7pq,3.22,CHE,1,5,1,4,3
aoy6cd,3.21,CS,4,1,2,5,5
uwa0ti,3.19,CPE,2,4,4,3,2
ptq6vj,3.28,CHE,1,1,5,2,5
erg3ce,3.14,SYS,2,2,4,1,0
jwj9rd,2.97,SYS,1,1,5,3,5
qml4vh,2.98,MAE,2,1,4,3,3
xkk0rv,3.19,CS,4,1,2,5,1
cgr9um,2.98,CS,4,3,4,3,0
brr2ds,2.91,CPE,2,3,1,3,0
blr1kn,3.24,CS,1,4,4,5,3
rxb5zh,3.1,CS,3,2,5,5,3
owi0gt,3.8,MAE,4,1,3,4,2
sfl1ee,2.14,MAE,4,1,4,2,1
skt3oa,3.64,MAE,3,1,4,2,5
eog0bq,3.7,MAE,2,1,4,4,2
kgz9xw,2.37,CS,1,3,5,2,5
qzc4ah,3.06,CS,2,4,4,3,5
zlo5ov,3.05,ECE,5,5,5,4,5
btv7cs,2.64,MAE,4,2,5,4,2
qqg5pa,2.89,CS,5,1,3,2,0
oap9oh,2.76,CHE,4,4,1,1,3
oyj8ct,3.9,CS,4,5,5,2,0
wda1pj,3.57,MSE,5,4,2,1,1
hfa0ze,3.71,CS,5,3,4,4,2
fpz6fy,3.49,CS,2,5,2,1,1
fgp5vk,2.75,CPE,5,4,4,3,3
yvm7xv,2.99,CS,2,3,3,5,3
xwj4rg,3.4,ECE,2,4,5,1,4
cbp0qa,2.71,MAE,2,4,1,5,1
xok8ar,3.49,ECE,4,5,5,3,0
xpw8nd,3.1,MAE,4,3,4,5,1
wey7wg,3.05,ECE,5,1,1,3,2
omc0zn,3.48,CS,4,2,5,5,3
jas6vl,3.38,CPE,5,5,1,5,3
kdr7la,3.06,CHE,4,3,4,2,1
cxn7uh,3.66,CS,1,4,3,1,1
dok4xm,2.77,MAE,1,3,3,5,5
wod2kl,3.45,CPE,5,2,5,4,1
tih5yu,3.44,CS,4,2,2,2,5
njm6li,3.08,CS,4,1,4,1,2
edg1ey,3.33,CS,2,1,5,2,2
tqr7lk,2.7,CS,3,2,5,1,0
car1um,3.57,MSE,5,5,3,3,1
qry3af,3.13,CS,3,5,1,5,0
pxf9qs,2.99,CS,3,4,4,4,4
kpz4on,3.62,CS,5,1,1,2,2
smm2dc,2.92,CS,4,4,4,2,3
czb8ld,2.64,ECE,5,1,2,2,5
ksm6tv,2.58,CS,3,2,3,2,4
pln9fo,3.44,SYS,4,5,2,5,3
bws1qe,2.69,ECE,1,5,5,1,4
zeb8qp,3.9,ECE,5,2,3,5,0
ljv9lj,2.37,CPE,5,4,5,3,0
krg7eq,3.88,CS,4,4,2,5,5
xdr5yr,3.28,CS,1,3,4,5,2
ymf7zu,3.16,ECE,1,1,5,3,5
yfb0og,2.98,SYS,4,4,1,5,3
pnt9bp,3.36,SYS,2,2,4,1,4
tcw3ei,3.18,MAE,5,4,4,4,5
tdd2rh,3.64,CS,5,5,2,3,1
mot0ci,3.25,SYS,3,1,2,2,1
bra9yw,3.26,CS,4,3,3,1,2
fop1nz,3.05,CS,3,1,3,4,5
lfe2ej,3.18,CS,3,5,1,1,3
zrd7cb,3.32,MSE,1,5,4,1,1
dcn5jn,2.52,CHE,5,5,1,2,2
pkx9pl,2.66,MAE,3,5,1,4,5
xdn8uf,3.5,CPE,1,2,2,1,2
osy6al,3.27,CPE,4,3,1,2,3
gwy7fu,3.13,MSE,3,5,1,3,1
abf4vp,3.21,SYS,5,5,5,2,1
lsx1mn,3.34,CS,3,4,3,5,1
yle8mq,2.98,CPE,4,3,3,2,0
mxu2rh,2.89,SYS,3,1,4,2,1
dfx3ke,3.28,ECE,5,3,3,2,4
xex2nv,2.81,MAE,1,3,4,1,0
bbs3zt,3.36,CS,5,3,5,4,5
sup1zu,2.52,MAE,1,5,3,2,0
gpp2vo,3.61,CS,2,5,5,2,0
byx3sl,3.39,CS,5,2,3,5,0
ajn8kq,3.3,CS,5,1,3,5,2
ajr4fq,3.59,ECE,4,4,5,3,4
gfe3hu,3.87,CHE,3,3,1,3,3
zkw4hl,3.61,CS,1,1,1,5,1
iqn6ck,2.46,MAE,1,1,1,4,0
udx4mp,2.69,CPE,4,2,1,3,3
gif6ow,2.95,CPE,4,4,3,4,2
zhn4sw,3.21,CS,3,3,2,5,3
tzh8mb,3.41,MSE,3,4,5,3,0
meh9jz,2.91,SYS,5,2,2,2,5
wae5gz,3.27,ECE,2,5,2,5,4
vsn2ew,2.9,CHE,3,1,4,3,3
ufz9nj,2.96,CS,4,3,1,4,0
fgp6eg,2.64,CPE,3,5,3,4,0
tdu6ga,2.83,CS,1,2,1,3,1
thc4ao,2.66,CS,2,4,1,4,5
ube3rt,2.81,MSE,5,1,2,3,1
ykn1wf,3.62,CS,1,3,4,3,5
sio0en,2.82,ECE,1,5,1,4,4
bgb2yh,4,CS,2,5,5,1,1
jbx3eh,3.4,CS,5,1,5,2,4
nsr1fu,3.27,CHE,4,4,1,5,2
zfw7cz,2.86,SYS,5,2,2,2,2
dge5zz,3.48,CS,3,4,2,5,5
slk2xm,2.97,MSE,1,4,3,5,5
uoj9iu,3.25,CS,3,4,4,2,1
fwd6jc,4,CS,4,1,2,3,2
hkt6oy,3.16,ECE,3,1,3,4,3
rxt4au,3.66,CS,5,2,5,1,3
tie9zg,2.92,SYS,3,4,5,1,3
tzw9hl,3.19,MAE,4,1,5,1,2
wua3lx,3.91,CS,4,2,1,2,3
brp9gj,2.95,CS,4,2,4,2,4
raq3mb,3.92,MAE,5,4,3,3,0
xtk1wt,3.48,CS,4,3,4,1,5
lym6vd,2.98,CHE,1,4,1,3,1
ima1nm,3.45,CS,4,3,3,1,4
sjz6vb,3.59,MAE,3,2,3,2,3
cvu7cp,3.45,CHE,3,1,2,4,0
pas8pi,2.57,MAE,3,5,4,4,1
zpo5bp,2.91,CS,5,2,4,4,4
neo8lc,3.1,CHE,3,1,2,4,1
rlx8gc,3.17,MAE,5,2,5,5,5
yrz7ja,3.45,CS,5,4,1,1,2
rtb4ow,3.27,CHE,4,3,4,4,3
wmd7hj,2.67,MAE,1,2,2,5,4
bru6fh,3.35,CS,4,1,3,5,4
jai8er,3.44,MSE,4,4,2,5,0
due7dx,3.42,CS,5,5,5,3,0
rxk7ic,3.63,MSE,5,4,1,3,0
awh4ts,3.53,MAE,3,3,5,5,1
ray7ec,3.38,MSE,3,4,3,4,3
kbh2fo,3.17,MAE,4,5,3,1,1
fkn7iv,2.54,ECE,2,1,3,2,3
hvv1zi,3.37,SYS,2,2,3,3,4
hoi0hy,3.28,CPE,3,3,2,4,1
vos4oi,3.31,MSE,2,5,3,4,1
qic6ng,2.69,MSE,3,3,3,2,1
jdb4gq,2.77,MSE,5,4,2,2,2
xtt9bm,3.62,ECE,4,3,3,4,5
jbm1sb,3.18,MAE,1,5,5,2,3
gla2my,3.47,CPE,4,2,5,4,3
gjt4td,3.21,CPE,3,2,4,2,1
ggd5tl,3.21,MSE,3,3,5,2,2
vif6mv,3.58,MAE,4,1,1,4,1
mir9do,2.99,CS,3,3,1,5,3
iqq8wj,3.24,CS,2,4,1,4,5
rez8lr,3.02,CS,2,2,2,1,5
ojl6jz,3.03,CS,3,2,5,2,4
afc0ki,3.08,ECE,3,2,1,3,2
lhe8qv,3.29,CS,2,1,4,2,5
xcd7zx,3.01,CS,3,1,2,1,2
rwf3iz,3.7,MAE,3,5,4,3,1
oer8zb,2.84,SYS,4,3,5,3,4
lgc3ay,3.13,CPE,1,3,3,4,3
dzk2sf,3.02,CPE,2,4,4,5,5
ajx7ot,3.78,CS,4,2,3,4,5
iqf9qk,3.28,MAE,1,1,2,3,0
yyi2fx,3.61,SYS,3,4,4,3,3
ytd5di,2.61,CPE,3,4,4,5,5
eye2el,3.31,MAE,4,1,2,2,5
onh0tu,3.56,ECE,3,3,2,5,3
apx4cq,3.23,CS,5,2,1,4,4
xpn5zc,3.63,CS,4,3,5,2,2
esn7sm,2.99,CS,1,4,4,4,3
krb4fw,3.76,CHE,4,2,4,5,2
zic2pn,4,CS,2,5,2,2,4
sup1nj,3.05,CS,4,4,2,5,4
ail1ol,3.02,CHE,3,3,5,1,1
kub8au,3.78,CS,3,3,2,3,0
kzh7ok,3.83,CPE,5,3,3,2,4
ghn3ut,2.99,CHE,5,1,3,3,4
igb7nz,3.03,MSE,5,4,3,1,2
nem8am,3.09,CPE,1,2,3,2,4
jqq3ve,2.66,CS,5,3,5,3,3
rpk9zn,2.83,CHE,1,3,4,3,1
yng1dt,2.8,MAE,5,1,3,2,1
xml5rk,2.89,MAE,1,2,2,3,3
qew7ad,3.19,SYS,4,4,3,3,5
qgy7is,3.29,CPE,4,5,5,2,4
owj1dp,3.82,MSE,3,1,2,3,0
biv4jd,2.8,CS,1,4,3,3,4
cdh2ru,3.59,SYS,2,5,4,4,1
ftm5kt,3.11,CS,3,3,2,4,0
gul8mv,3.18,CHE,4,3,2,1,5
xxo0yo,3.47,MSE,1,2,4,4,2
bsp9sh,2.75,ECE,5,5,2,4,2
tsc2gt,3.35,CS,2,3,3,1,4
qhh7rq,3.27,CS,4,3,2,3,4
ugs9lu,3.4,ECE,3,2,3,3,0
ssg3vk,3.32,MAE,1,4,4,4,0
hfg9mc,4,ECE,2,3,1,1,5
nel2bp,2.94,CHE,1,1,4,3,4
kwx4up,2.99,SYS,5,1,3,5,1
eey2tv,2.95,SYS,3,4,5,2,2
rcm8um,2.98,CPE,1,5,4,2,5
chw8qk,2.95,CS,4,2,5,2,0
kjv9iu,3.68,CPE,3,1,5,4,1
bwv6rr,3.77,SYS,4,1,3,2,4
bxr3oq,2.97,CS,1,4,3,2,3
xkf4rb,2.87,ECE,3,5,1,5,0
hyj9fu,3.39,ECE,4,5,2,3,5
xtn6tn,2.98,MAE,5,4,4,5,3
wrg9qs,3.45,CS,5,1,3,4,1
fco2zd,3.28,ECE,1,2,4,2,2
ive8ki,2.59,MSE,3,1,5,3,1
ljv7wd,3.82,MAE,2,5,2,2,2
cnx7zu,3.92,CS,3,1,1,2,1
nxr2pe,2.95,CS,5,2,4,4,0
gsk8by,3.04,CS,4,3,2,2,0
ysa6nn,3.31,CS,2,1,1,1,5
lts7bi,3.33,CS,1,4,4,3,3
ytq8fk,3.46,CHE,2,3,2,3,1
ptd4aw,4,ECE,1,4,3,1,1
lsx9zh,3.13,CS,2,4,4,4,3
nlr5ht,2.88,MAE,1,4,2,2,4
tyu8yz,2.65,CPE,1,1,1,2,5
eak7hs,2.91,CS,2,5,2,3,1
qro8ly,3.19,CPE,2,3,3,4,5
lqp6ec,3.92,MAE,1,2,4,4,1
spg6kd,2.99,CS,5,5,4,4,1
zui2ej,3.29,CS,2,1,4,2,4
djj3pw,3.19,CS,3,4,3,4,0
axx6zf,3.68,CHE,4,2,1,1,5
aqo1yo,4,CPE,1,3,4,5,3
ejk4ig,2.99,ECE,1,5,1,4,5
hwe3by,3,CS,4,5,2,5,4
ajg2ym,3.62,CS,5,2,1,2,2
jwz7sq,3.47,CS,4,1,1,4,2
oab5mm,3.94,CS,2,3,4,3,4
nwn3ae,3.43,ECE,4,2,5,2,4
ugm9lg,3.06,CS,1,4,5,1,0
ebd8lg,3.44,CS,4,3,3,1,5
evx0ui,3.64,ECE,3,5,3,5,5
oas7zq,3.53,CS,2,2,5,5,2
ioa5xo,3.4,CHE,4,5,2,3,3
mtj1pn,3.63,CS,1,5,4,3,5
oll4nl,3.67,CS,2,5,4,1,1
pdd9hg,3.75,CHE,1,1,2,4,1
ejb8gg,3.46,CS,5,5,2,1,0
ail4lj,3.13,SYS,3,4,5,1,0
htv6eb,3.26,CS,5,4,3,3,2
vne9cq,3.68,ECE,3,3,2,5,3
dxw3em,2.87,CPE,4,5,3,3,3
mvj4yo,3.35,CS,2,5,1,3,4
cug3wr,3.04,CHE,4,2,4,3,0
hvi7qt,3.21,MAE,3,1,5,1,5
xgc0ft,3.71,CPE,3,3,4,4,1
tsb5cf,3.28,MSE,3,5,5,1,5
svr1rf,3.22,MAE,1,2,1,2,1
ffg6db,2.66,SYS,2,1,4,3,2
ttg7ma,3.5,SYS,4,3,1,3,1
auh1ig,3.46,CPE,4,3,5,2,5
elb8bt,4,CS,5,5,2,3,5
kcc3ot,3.08,CS,3,3,4,3,3
mkw9mx,3.29,CPE,3,2,1,3,3
urq1yl,3.3,MAE,3,3,4,2,0
pcp6we,3.83,CS,4,4,4,1,5
ant2im,3.16,CS,5,2,4,3,2
yia1xv,3.31,CS,1,1,3,4,1
fpz7ht,3.44,CS,2,1,1,2,0
ijc5nn,3.27,CS,1,5,1,5,4
kql3lj,3.02,MAE,4,5,4,2,4
gck0ie,3.28,CS,3,4,2,1,1
gfj8jx,3.63,CS,2,1,4,2,1
fvv3ab,2.79,CS,4,1,3,5,1
nwt4sr,3.25,CHE,4,1,5,4,3
rii1ig,2.92,MSE,4,1,3,5,1
ikr2kk,3.68,CS,2,3,2,2,4
ure0ip,2.59,MAE,2,2,4,5,1
kai4zw,2.98,CS,5,2,1,2,5
wkm5ho,3.35,MAE,5,4,4,4,2
mvt7la,3.83,MAE,1,3,2,4,4
tqs0wq,3.17,CHE,2,1,1,1,2
kaz1vz,2.98,CS,2,1,3,4,4
eyb4jt,3.95,SYS,2,5,5,3,0
bcy1rt,2.62,CS,5,5,5,5,5
vva7hb,2.32,ECE,4,4,4,5,4
ary2pi,3.38,CPE,3,1,3,2,5
weu8cp,3,CHE,5,4,2,4,4
tki6xi,2.79,SYS,2,3,5,1,2
swj1ar,3.48,SYS,5,2,3,1,2
nac0fz,3.3,CPE,1,1,4,1,4
isu5zp,2.97,MSE,2,3,1,3,4
nfn1kt,2.69,SYS,1,1,4,4,3
tmr9wz,3.55,CHE,2,5,4,1,5
abp0na,3.46,ECE,5,4,3,3,5
wui6fo,3.16,MSE,4,5,5,5,5
gcb5ym,3.94,CS,3,2,3,2,5
bbj5xp,2.77,ECE,1,5,1,4,0
cqo0zy,2.59,CS,5,1,3,4,0
kcg5ws,2.92,CS,4,5,2,5,1
eoh6cq,3.18,MAE,5,1,4,4,4
rdh3yj,3.3,CHE,1,2,5,4,4
wbu1fd,3.1,MAE,3,5,1,4,4
rwm2mz,3.34,MSE,5,4,4,4,4
lfw4ox,2.7,CS,2,4,3,3,5
vmd5bb,3.78,CHE,4,4,2,3,5
grg3up,3.17,CS,5,5,3,2,0
aho0lj,3.65,CPE,4,5,4,4,2
ljb3ox,3.34,CS,2,5,1,5,3
qtb4or,3.38,CPE,3,1,5,1,5
hqd2ar,3.43,CS,3,2,4,2,5
whd4hg,3.38,CS,2,4,1,1,5
dzx6xq,3.46,SYS,4,1,4,1,2
qnf8af,3.73,ECE,5,4,2,4,2
kfq3if,3.28,MSE,2,1,3,5,0
dus1nq,3.48,ECE,1,5,5,1,5
cxh2bu,3.16,MAE,4,4,1,1,3
uem6hd,3.78,CS,3,5,5,2,4
wjo4jn,2.93,CS,2,4,5,5,5
wcq8yf,3.92,MSE,3,3,5,5,0
prv6qw,3.18,CS,4,1,1,1,0
paj7rv,2.63,CHE,3,3,1,5,3
jpr9sv,3.25,MAE,2,1,5,2,1
zdr3zr,2.93,MAE,4,2,3,2,0
daj9ly,3.54,MAE,1,4,4,2,2
gct0tz,2.94,CS,2,2,5,4,2
gvn5he,3.02,SYS,5,2,2,1,4
hno4zl,2.44,CS,2,1,5,5,0
wju0kg,3.02,MSE,4,3,1,2,4
cig6pi,2.23,CS,2,5,4,1,0
prd4ab,2.57,ECE,1,1,2,1,3
hii8tn,3.5,CS,1,5,4,4,5
kwd4yr,3.51,CS,5,2,4,5,0
vtr9wc,3.37,CHE,3,5,2,5,1
huh6sl,2.81,CS,4,3,5,2,2
aqi8aq,3.18,MAE,4,1,5,2,3
mhl9bo,3.2,SYS,3,3,5,1,5
bqa6vp,2.74,SYS,1,3,3,5,5
vzj3ws,3.8,MAE,1,1,5,5,2
puk5ln,3.55,CS,2,3,2,2,5
xmi5yn,3.11,SYS,5,4,3,3,4
zrz6ak,3.21,CS,5,4,5,1,3
rrc9qz,3.28,CPE,5,4,3,5,1
fyg2fp,2.38,ECE,2,5,2,4,2
tlr1bl,3.1,ECE,5,3,5,4,0
ztl4hc,2.93,ECE,3,1,1,3,0
syv5uu,2.8,MAE,2,1,2,2,0
egx5gl,3.09,CS,3,5,4,2,3
wme2xp,3.92,CS,2,1,4,2,1
fmg7zp,3.46,CHE,5,4,2,4,5
emm4bb,2.97,ECE,3,3,4,2,1
xtp4zi,3.43,MAE,3,1,2,4,1
sey5sp,3.76,MAE,3,1,1,3,2
cmu3mq,3.57,MSE,2,2,2,1,3
lqz9ln,3.22,CS,4,2,5,5,0
obg8we,2.94,ECE,5,2,5,3,2
yks8mk,3.48,CS,3,3,3,4,5
pcv8hh,3.36,CS,4,4,4,3,1
rkq0io,3.56,CHE,5,4,4,5,0
qdf1eo,3.45,CS,5,4,2,1,3
dmh5xw,3.62,ECE,3,3,4,5,4
lzr9us,2.99,MSE,3,3,5,4,1
juo9wb,3.73,SYS,2,2,1,5,1
zdi2qi,3.28,CS,4,1,2,3,1
mpv6zv,4,CS,4,5,4,2,1
yfa0jk,2.92,MAE,3,5,5,3,0
meh6cn,3.89,MAE,5,1,3,4,3
jfv7ch,3.28,CPE,3,2,4,1,2
sbs5te,2.94,CS,5,1,1,5,0
fkv5dm,3.01,CS,5,1,1,1,3
rgo2hk,3.07,CPE,3,5,4,4,2
jud1rr,3.37,CS,1,2,4,5,1
tqn2si,3.41,CHE,4,3,5,3,3
aar2gb,2.97,MAE,5,5,4,3,1
qsh0cn,3.19,ECE,5,3,3,4,3
sub2ii,4,CPE,1,2,5,5,5
trh6ue,3.89,SYS,2,1,2,3,4
rxl8lv,3.37,MAE,1,4,3,4,1
dbb1fg,3.22,MAE,1,4,5,4,1
wuk6vm,3.25,CS,5,2,5,1,1
ukk7yn,3.45,SYS,4,4,1,3,5
zrp1og,2.79,CS,1,3,5,5,0
thz4po,3.1,ECE,2,4,3,3,2
ynk6lc,2.53,ECE,3,2,4,3,1
otl4su,3.36,CHE,1,2,3,3,1
yyh0xj,3.46,CS,1,3,2,4,0
baf3rg,3.01,CS,2,4,5,2,0
vxo1nl,3.83,MSE,4,4,5,2,4
sht6hx,2.71,ECE,1,1,5,1,3
jxj9qh,2.61,CS,1,5,5,3,1
xdj7fd,3.29,ECE,4,2,1,2,3
yct4vd,3.62,CS,2,1,1,1,0
vkz5tz,3.87,CPE,1,2,4,4,0
tww8fk,3.02,CPE,4,1,5,3,4
kaz8px,3.63,CS,1,5,2,5,2
ylq1wj,3.18,CPE,3,1,4,4,5
lqv2dw,3.13,CS,5,2,5,1,5
tqd3cj,3.55,CS,3,4,1,4,5
tiw1ml,3.46,CHE,1,2,2,5,0
hjl3sq,2.57,MAE,2,3,4,4,1
eub8iy,3.79,CHE,5,3,2,1,4
swl7ia,3.75,CPE,3,3,5,5,2
pga0qw,2.95,MAE,4,3,3,5,5
tpl2qh,3.36,MSE,2,5,2,4,4
fwr6vq,3.4,ECE,3,4,2,5,0
jho9el,3.3,ECE,4,4,1,4,5
jcu3iv,2.98,CS,1,2,5,3,2
ksu3mi,2.93,MSE,4,1,2,5,3
woe0go,3.19,CS,3,2,5,4,2
waz5bw,3.67,CS,3,2,1,3,1
hir9ug,3.42,CS,1,2,5,5,5
wrn1la,3.05,CS,4,2,1,3,5
ids4oe,3.51,MAE,4,4,1,5,3
kld7mh,2.06,CHE,1,1,4,1,3
xsd7cu,3.66,CHE,4,2,5,1,5
zav9ir,2.5,ECE,1,4,3,4,1
thf1yw,3.06,MAE,2,2,4,2,3
bbh2qt,2.75,CPE,3,3,1,1,0
lyk0nw,2.68,ECE,2,2,3,2,5
msu8rr,3.66,ECE,5,2,2,3,2
qle0fa,3.01,CS,5,5,2,3,2
bkf4ey,3.34,MSE,5,3,4,2,1
uha3wv,3.18,ECE,1,1,3,4,0
beo1lg,3.39,CPE,4,2,5,5,3
vij8vo,3.23,CS,2,1,3,2,5
hqi7ny,2.69,CS,2,3,4,2,2
jjo1or,3.6,ECE,2,2,5,2,2
dke3my,3,CS,2,5,5,2,2
hiz7rj,2.58,CPE,5,4,2,2,2
nou8pn,3.03,CPE,2,5,3,4,4
gjo8ez,3.8,CS,4,5,5,1,1
hso9pe,3.54,MAE,5,4,4,5,3
oup6nt,3.06,MAE,2,4,2,1,5
pxc1zm,3.06,CHE,1,4,5,2,5
wds8it,3.07,CS,3,2,3,1,5
pja6gc,4,MAE,3,1,2,4,3
qpe2vu,3.35,CS,3,1,3,3,1
asm4jh,3.37,CS,5,4,3,1,0
xtv1fr,3.61,CPE,2,5,3,5,1
pry5lb,3.3,SYS,5,3,2,4,2
lar9fs,3.1,CS,4,4,5,3,2
nxl7lz,3.12,ECE,1,5,1,4,1
wwe5ki,3.17,CS,1,5,5,2,1
dut2qr,3.19,CHE,3,2,2,3,3
lhx4xt,3.49,SYS,3,2,1,5,3
orx5sq,3.22,MSE,3,1,1,3,4
blp2ee,3.49,CHE,2,1,1,5,5
oth1kj,3.17,ECE,4,3,4,2,4
fnq7ng,3.23,CS,4,3,2,5,5
enm5wr,2.4,CPE,4,3,4,4,2
idx6es,3.57,ECE,4,3,1,1,4
xit2fy,3.34,ECE,3,5,4,4,4
vgk5wx,3.6,ECE,1,5,4,4,0
mzk1lp,2.04,SYS,3,1,2,3,1
gzo7ca,4,MAE,4,2,3,2,3
mnu6js,3.14,ECE,3,2,4,1,4
ubp6br,3.64,ECE,4,4,4,5,3
tvj4km,2.78,CS,5,5,1,3,5
hux9qz,3.45,CS,1,3,1,2,4
cce0ty,2.78,CPE,5,3,1,1,5
slu5vl,2.95,ECE,2,4,5,4,4
egd5no,3.97,SYS,3,2,4,2,2
pzt9rm,3.12,CPE,2,3,1,2,0
fdh9qd,3.29,CS,3,2,2,2,5
klj9pg,3.55,ECE,5,4,5,4,1
kyg6nu,3.4,CS,4,2,3,5,1
gsd9qn,3.26,CS,4,2,4,3,2
wwf6id,3.35,CS,3,2,4,5,2
ybg6kl,4,CS,4,3,2,1,1
bkt1yg,3.18,CHE,5,1,3,3,5
roi9kj,3.28,MAE,4,5,3,1,1
ujf2ko,3.62,CS,5,2,5,4,0
uvk1ge,3.64,CS,2,2,4,5,4
rxd7wg,3.67,CPE,5,2,1,2,0
wdi0nz,3.46,SYS,1,1,2,3,1
pkf8cl,2.74,CS,1,4,2,2,4
sxr5ee,3.85,CS,1,3,2,1,1
aav0rb,2.74,CS,3,1,2,2,0
ldk4xx,3.32,CS,3,2,1,2,0
ycg2ij,2.9,CS,3,1,1,4,5
ige1bp,3.17,MAE,5,1,5,4,5
gaq2ce,3.33,CS,3,1,4,5,0
ksw1mc,3.33,ECE,2,4,1,1,4
yje9zm,3.37,MAE,1,5,5,4,5
iqs2sd,3.85,ECE,5,3,3,4,5
llg0zu,3.38,ECE,1,4,4,5,3
pnq3az,3.1,CPE,3,4,1,3,3
zhz8nx,3.59,ECE,5,5,3,5,5
kqm8hy,3.68,MSE,4,4,5,2,1
hpn1rq,2.71,CHE,2,1,1,2,4
ftu0fh,3.44,SYS,3,1,1,4,2
kwn1fb,3.48,ECE,3,2,3,4,5
wmt2rh,3.08,MSE,2,4,1,5,3
cnd1yr,3.75,CS,2,2,2,5,4
pkb5oq,3.14,MSE,4,3,1,1,4
zwk7vx,3.25,CS,3,1,4,2,3
yui5kb,3.13,CPE,3,3,3,5,4
vqe9sr,3.21,CPE,1,5,4,3,4
xpc8sa,2.76,CS,5,1,5,1,3
dyv2be,2.62,MSE,5,3,4,5,0
fmd6lq,3.84,MAE,1,5,2,4,5
xbe2ny,2.86,CS,5,3,2,5,1
mae0gf,2.8,MSE,2,5,4,4,2
bkj0jb,2.34,CS,5,5,5,4,1
fmt5uj,2.94,CS,5,1,1,2,0
eve2ag,2.67,MAE,1,2,2,2,0
hqd2qy,3.86,MAE,4,5,4,5,4
guu4zc,3.6,MAE,5,5,4,5,1
qmk2sw,2.92,MSE,5,1,4,3,0
hej6ft,4,CS,4,2,1,1,1
evi9fz,3.59,SYS,1,4,3,1,0
utk5my,3.07,ECE,4,4,5,5,2
tyd1qz,2.2,CPE,1,2,3,2,0
